,grade,credit,weight
4959,A,20,55.79684159984624
4960,D,15,62.583904627251144
4961,A,16,64.00376776348315
4962,A,18,61.276659071758154
4963,D,17,75.0979082534186
4964,D,19,61.043571572479706
4965,A,20,64.83066847871278
4966,D,17,66.47884396639728
4967,C,18,71.4119386748446
4968,B,20,60.65863308363682
4969,C,16,63.01928743274305
4970,F,16,73.07031193960465
4971,D,17,77.2978818649044
4972,D,21,69.5050251226971
4973,A,16,61.31984589144678
4974,B,20,52.91391893568046
4975,C,17,74.4231412146507
4976,C,16,68.77415019176367
4977,F,18,63.506663677182374
4978,B,16,74.693015535548
4979,A,18,72.63642848414786
4980,A,16,69.43922143622021
4981,A,18,65.97096876086063
4982,D,17,65.98068644775167
4983,B,17,70.35274822569033
4984,B,17,74.11174384699851
4985,D,19,66.92678510352464
4986,C,17,61.771095510765264
4987,D,16,67.02223082135967
4988,D,17,74.43598987452235
4989,B,16,63.67066139241563
4990,D,19,74.9676581251562
4991,B,17,60.820641286108774
4992,C,15,82.33799815762802
4993,C,18,61.403934415891335
4994,D,16,69.30608589571956
4995,D,18,70.13282968197774
4996,B,19,62.003418304229356
4997,F,16,73.76492548639028
4998,A,19,73.69581640781561
4999,B,19,84.89333627515245
5000,D,19,56.27160645773745
5001,A,18,59.905943424744414
5002,A,20,75.33458862964204
5003,C,14,63.21261272959724
5004,F,19,57.560348065826076
5005,B,19,80.9081165342599
5006,F,18,77.26995196822526
5007,C,18,79.70442494737308
5008,C,17,67.21108512461595
5009,D,18,64.08546055827881
5010,C,18,93.53952655092534
5011,B,19,68.30687498142433
5012,C,15,60.44841738414767
5013,F,19,62.86333345431916
5014,D,18,65.04352444625667
5015,B,15,70.44429395491127
5016,C,19,71.89203915628228
5017,D,17,68.05486977031278
5018,C,18,57.77894815125536
5019,F,18,64.4933550898572
5020,A,18,77.803859852779
5021,F,18,60.6690819353105
5022,B,16,47.9916965664481
5023,F,17,62.66140217813535
5024,F,16,67.15029115315818
5025,F,16,61.65859290791921
5026,A,18,79.80693691837823
5027,A,16,70.62420492405967
5028,F,17,72.94385961074586
5029,F,17,51.25420673707468
5030,A,17,64.34746618718907
5031,D,18,68.49813782836578
5032,F,15,55.721612343901036
5033,F,17,56.63133279698343
5034,F,20,81.73692702485388
5035,A,15,68.38172846917631
5036,A,16,75.0661912302384
5037,A,18,73.7075594711385
5038,B,17,69.16862142199454
5039,F,17,78.89369145677826
5040,A,18,62.128962077723415
5041,B,17,51.10493618968967
5042,C,19,71.88857934819258
5043,D,19,62.298232444107896
5044,F,17,70.93069609727047
5045,A,15,57.858516479203296
5046,A,18,63.366710620154265
5047,B,19,71.08934105284301
5048,B,16,73.59707384006184
5049,A,16,55.351257608807494
5050,C,15,66.21717001229666
5051,F,17,67.4786930048567
5052,C,19,69.51417363117473
5053,D,17,65.1379392993865
5054,B,16,73.29932560331531
5055,B,17,59.175438740936755
5056,C,19,72.72783565258692
5057,D,16,58.73326098111061
5058,D,18,86.44408191162172
5059,D,18,64.68734372115597
5060,D,15,54.85956973216792
5061,D,17,77.20719392481215
5062,F,16,82.48550975872581
5063,C,19,68.84110090246897
5064,F,20,57.06468282859015
5065,B,16,76.76042058359438
5066,A,20,52.90216560711536
5067,F,16,66.54585685990737
5068,B,16,85.45953171743045
5069,C,18,55.32273282876028
5070,B,19,63.678964182941314
5071,A,18,76.50420950830133
5072,B,16,68.09655163811809
5073,A,15,73.28343973411981
5074,F,16,58.79872652171446
5075,C,17,64.71591294535139
5076,D,21,71.01647775725083
5077,D,16,64.90417621906468
5078,F,19,71.69855368586724
5079,F,17,62.799077191265425
5080,A,16,69.75483252978188
5081,A,15,87.21527588471028
5082,A,21,68.34612164686058
5083,A,19,78.80472945592882
5084,A,18,57.72882626989592
5085,B,20,64.59212570416122
5086,A,17,76.14035143873907
5087,F,15,61.97156145074637
5088,D,18,69.42520755772746
5089,F,18,63.39236651811779
5090,A,17,58.52100055176456
5091,C,20,63.219276188326106
5092,B,19,68.6149155075499
5093,B,16,72.63806799962221
5094,A,19,69.73843509973315
5095,D,17,61.3751448477409
5096,F,17,76.12917961209703
5097,D,21,76.25543772080479
5098,D,15,74.51805191649862
5099,D,18,60.55370285268638
5100,D,19,69.28308999911737
5101,A,18,55.94232494048556
5102,C,19,74.66559740620313
5103,A,18,52.89617020529795
5104,F,17,66.80508809295375
5105,A,18,63.13397724747321
5106,A,17,77.76887620478826
5107,F,19,60.597616012380335
5108,B,16,85.21084422841447
5109,C,17,62.39406078994415
5110,A,20,77.23594266126139
5111,B,16,52.033909846098325
5112,B,18,70.38215958358232
5113,F,18,61.60981446120975
5114,B,17,77.58968209216488
5115,F,19,69.85249687896042
5116,D,16,67.80501711800066
5117,C,16,71.7778650780959
5118,A,16,68.1259124548769
5119,D,15,80.87351487607907
5120,A,16,68.0860275017361
5121,C,17,75.33058069076253
5122,B,17,62.324215757867634
5123,A,19,71.81591119414581
5124,D,17,64.41211534805937
5125,F,16,71.20185526086776
5126,D,15,66.92758024933819
5127,F,17,58.45679596027986
5128,D,19,65.0999793116314
5129,B,17,77.32420873269078
5130,D,17,68.98487312888389
5131,C,19,71.46753396761832
5132,A,17,53.887209432365026
5133,B,16,66.42349722416343
5134,A,17,76.61568997164497
5135,F,18,68.5532651202367
5136,A,17,65.22370825099759
5137,A,20,62.04332256826121
5138,D,16,67.02418067535464
5139,C,15,60.98927559201092
5140,D,19,72.60133217838202
5141,F,17,80.13780655791766
5142,B,16,55.06591849426812
5143,F,19,65.74308592236943
5144,D,18,70.89495053634553
5145,B,16,66.42066948714971
5146,C,17,57.46181615845305
5147,F,18,79.3774955815392
5148,C,16,68.71856689539909
5149,A,16,66.28923854924277
5150,D,19,73.016829098004
5151,D,18,69.90315862746002
5152,D,16,59.76482687455786
5153,D,16,69.03492168062644
5154,F,17,65.43898259207229
5155,F,17,74.78614719350126
5156,D,19,77.94203317545464
5157,F,15,62.7606845769457
5158,D,20,50.95251312966424
5159,C,19,72.99666196397193
5160,F,15,60.632511735350825
5161,F,17,60.568430728834976
5162,C,16,78.64455314378156
5163,F,18,83.42385274037571
5164,D,16,78.60820346912418
5165,B,20,63.4831188011197
5166,A,14,68.31088818134273
5167,F,15,72.66322086986396
5168,A,15,58.93085451486725
5169,D,19,68.71436560585438
5170,B,18,69.86359471690608
5171,A,20,67.30769095396835
5172,A,17,67.18138077296481
5173,F,17,73.0495765466799
5174,F,18,63.758175805677425
5175,D,19,77.18675711653849
5176,C,18,62.30833193150745
5177,B,20,62.93389898985717
5178,F,18,64.7720749924349
5179,D,18,51.20071414075255
5180,A,19,69.52136090050365
5181,F,15,75.35085303614733
5182,A,17,70.09138858785981
5183,A,19,59.90834589833469
5184,F,19,58.135348033726714
5185,C,18,76.8310860504959
5186,C,17,71.22305155472303
5187,D,18,65.93166014173063
5188,D,17,71.99681119575557
5189,B,18,75.1123343862715
5190,A,17,69.82583059492222
5191,A,19,86.2145963493139
5192,F,15,74.14809730511847
5193,B,17,67.91337951236449
5194,B,18,60.793121623303215
5195,B,19,65.66904449415577
5196,B,18,70.98649197802618
5197,A,17,96.22811983227297
5198,B,19,81.54506864885415
5199,D,16,66.5558200225459
5200,C,16,70.41412325015281
5201,A,16,57.07269954151964
5202,F,15,67.46561312277686
5203,D,17,71.64941496584801
5204,C,16,69.6376559345456
5205,C,20,84.75531837490587
5206,F,18,77.69215534135027
5207,B,18,72.84521537783519
5208,C,18,60.35306098480971
5209,F,19,85.04205033792323
5210,D,15,64.8479944559115
5211,A,15,65.77238808386579
5212,F,15,75.11998458417
5213,C,19,70.24032852307282
5214,F,19,68.05174175309592
5215,C,17,71.22097972565624
5216,F,19,60.52618216172144
5217,D,18,68.88778232477945
5218,D,17,71.3255601430057
5219,D,16,61.65153618363864
5220,D,17,70.12904048481057
5221,D,18,75.84674783146026
5222,C,17,64.22821074319498
5223,A,18,61.464171786954196
5224,A,18,66.26662928584639
5225,C,14,47.607770563373776
5226,F,18,64.18051920071383
5227,D,19,70.32763013313316
5228,C,20,75.44034805715174
5229,F,19,68.96614677283932
5230,D,15,74.93872498664321
5231,F,19,76.821831813878
5232,F,19,60.84398655685982
5233,D,17,78.51203894002376
5234,B,17,59.6319040029764
5235,B,17,75.68513342991905
5236,D,18,66.63019372597132
5237,A,15,60.001501345161635
5238,D,16,73.28579789657563
5239,A,19,66.65560178732949
5240,F,18,69.72391606871821
5241,A,15,62.619572851937015
5242,C,21,68.45697627709222
5243,A,17,69.26803743291377
5244,D,19,61.56774297318852
5245,B,18,60.247456454802716
5246,D,17,59.45421536712832
5247,C,17,63.69140286006395
5248,C,19,71.58092923165137
5249,D,16,82.19942940404981
5250,A,18,62.62668261945833
5251,A,17,64.07330035738956
5252,C,17,61.66743405173995
5253,F,21,77.54742372473119
5254,F,17,66.41835183981208
5255,A,18,71.51133838216569
5256,B,19,63.69178530780883
5257,C,17,71.50258000946354
5258,B,18,69.33693589394248
5259,A,18,60.264945776027616
5260,A,18,60.53607386671751
5261,C,18,81.10295927941205
5262,B,18,62.06967336986066
5263,A,17,70.4742348553913
5264,C,18,73.37700523614626
5265,C,17,69.73695152923996
5266,F,17,67.36957163943391
5267,D,18,60.568070004862236
5268,C,18,68.23954517946201
5269,A,16,69.30858795633918
5270,B,20,60.674171288849756
5271,F,18,66.75736661835758
5272,B,19,61.71595965383516
5273,B,17,50.81481005490893
5274,D,15,81.51795682472297
5275,A,18,65.69544793782178
5276,F,17,61.155228737749795
5277,F,16,69.04954422422892
5278,C,18,59.22360959702307
5279,B,18,59.11505571415786
5280,C,19,59.96134157964
5281,C,19,54.88345517916161
5282,B,18,70.30393287508642
5283,B,16,59.69690609723035
5284,B,17,79.77993726006554
5285,A,15,50.26896716145029
5286,B,16,62.35893278354883
5287,B,20,57.747071934078456
5288,F,20,67.51802486849274
5289,A,16,61.82300782746529
5290,F,16,72.05808148261136
5291,F,20,62.424531376408254
5292,F,17,67.14469040924412
5293,D,18,59.90523178896441
5294,D,20,67.14010064514589
5295,D,17,62.01804678638078
5296,F,19,65.13943315889485
5297,D,17,54.107944455000684
5298,B,17,75.84715032005481
5299,A,17,75.29420754287185
5300,C,15,73.44611404470366
5301,B,19,61.028141394427585
5302,A,17,71.09990747540988
5303,C,17,63.163870515777745
5304,A,19,72.6256020148952
5305,A,18,67.86983584625457
5306,F,17,57.18078367597424
5307,D,21,79.25360804349322
5308,B,17,67.52508163333299
5309,C,17,71.56897878279572
5310,D,15,76.00873654221482
5311,A,18,68.37679542485995
5312,F,15,63.13685089844492
5313,D,19,84.81447011028445
5314,B,14,70.02958219920495
5315,C,19,64.05581279702442
5316,B,18,61.743915435729576
5317,B,20,80.90693535771916
5318,C,16,71.1688764286309
5319,D,18,69.42363762151302
5320,D,17,77.89662815944246
5321,D,18,68.50532219363537
5322,F,18,66.40109608400608
5323,F,18,77.10307571607774
5324,C,15,61.140728873758924
5325,B,19,64.78631394201533
5326,F,17,67.84266239063217
5327,F,19,68.11913018851206
5328,F,18,63.77522407817652
5329,A,19,70.96783251424515
5330,B,19,56.841678036609395
5331,C,18,64.54266869794156
5332,A,17,60.77608129535804
5333,A,17,59.67126874726404
5334,B,17,82.00196785334586
5335,F,18,61.993802581612854
5336,F,16,74.03308943047418
5337,B,19,56.870178868980915
5338,C,15,71.18628934141675
5339,D,15,64.71423230294494
5340,B,18,73.40612908335427
5341,A,19,45.077874466112746
5342,B,17,72.20147877288943
5343,D,18,81.57560884992732
5344,C,19,71.18436378935274
5345,A,18,71.54338938805495
5346,B,17,69.49288534871145
5347,C,17,57.87904370215872
5348,C,15,66.53093291325378
5349,F,19,80.67006424399108
5350,A,19,45.64056750355702
5351,B,18,63.932828360527196
5352,D,16,71.76724747403466
5353,A,18,58.721146071429516
5354,A,17,71.7523974471304
5355,C,17,63.36983719255153
5356,A,16,76.15927385984395
5357,A,21,70.49115250837518
5358,D,18,56.54232143167539
5359,D,19,67.7850987452529
5360,D,16,72.27687802238572
5361,A,16,69.30228167978238
5362,D,15,76.62003074118441
5363,B,19,72.1808264999069
5364,B,19,68.90137307256788
5365,B,19,61.680425299710635
5366,C,18,60.112444387508354
5367,F,16,52.12492670256333
5368,C,16,65.15049325491292
5369,F,17,62.847291022690456
5370,B,18,84.66508160130999
5371,B,16,72.25534065942736
5372,B,17,69.79870863054478
5373,F,20,74.45619134376743
5374,A,17,77.52862802316818
5375,A,18,63.22808747381464
5376,A,19,75.42649058696298
5377,F,18,71.36029907676422
5378,D,20,68.57028065079338
5379,F,16,67.29961656426246
5380,C,20,68.36284426080205
5381,A,20,67.34051401092891
5382,F,19,70.07602571643405
5383,F,16,61.68056545155933
5384,C,17,71.66141222345996
5385,B,15,66.05836285491075
5386,D,19,64.21432638924176
5387,A,18,80.08427050795478
5388,F,18,76.79416125850852
5389,D,18,61.855206869777426
5390,C,18,75.87917963062694
5391,B,16,69.55517525111249
5392,B,16,59.1629856105219
5393,B,20,64.37079623813244
5394,B,19,62.819197653405055
5395,B,18,64.3074575582078
5396,A,17,69.1232440481697
5397,B,16,68.00135440560331
5398,F,16,63.305613376632245
5399,D,16,78.56535181080952
5400,F,19,72.52440502091186
5401,A,17,72.53892158409899
5402,D,19,66.38589630522726
5403,A,19,69.08727676486417
5404,A,20,78.96945823433866
5405,D,19,67.49676455969431
5406,A,20,85.4930114639943
5407,F,15,59.93071777923244
5408,B,15,70.77401847404872
5409,C,16,56.99166148286499
5410,F,18,74.67785566859106
5411,B,18,76.99826005413874
5412,B,17,70.28984829253348
5413,D,19,62.551600626552045
5414,C,19,63.55048084441619
5415,D,19,62.173597982302454
5416,F,18,70.85005599577937
5417,B,18,79.66700000023503
5418,F,16,58.10752066314534
5419,A,16,64.0534863142741
5420,D,17,61.46377830658192
5421,C,17,66.21306081025371
5422,D,18,71.74174521145069
5423,D,17,74.65593203616469
5424,B,17,78.84818348534604
5425,D,16,70.25176200527378
5426,C,17,76.97720478498425
5427,F,17,54.90099360866549
5428,D,17,71.56698019728422
5429,A,19,71.60871326920433
5430,C,17,62.19211590739437
5431,A,17,72.80766083596721
5432,B,14,75.1453140271099
5433,C,18,75.61944563279502
5434,A,18,62.76470157052404
5435,B,16,81.4056782906278
5436,D,18,63.09529959862484
5437,A,16,53.92349380399915
5438,B,16,68.7286835389367
5439,A,17,50.086701900175385
5440,B,18,80.42579939658951
5441,C,14,68.04111932975009
5442,A,17,75.53155545102221
5443,D,18,68.24767302872533
5444,B,18,69.3903731923637
5445,C,18,70.0513599992378
5446,F,17,70.51669815969974
5447,D,17,68.02386072046302
5448,C,17,70.94911314504512
5449,D,18,70.35062758136901
5450,C,18,75.69775777750417
5451,D,16,56.58383132060643
5452,A,15,68.29694498687083
5453,B,18,64.11735366794198
5454,D,18,70.90983354077147
5455,A,21,73.00351760265191
5456,F,18,67.86738859898664
5457,D,18,78.73463450394529
5458,F,18,69.93861656757987
5459,D,21,57.80939146274612
5460,A,18,75.18164946398049
5461,D,17,69.56880870969748
5462,B,18,76.23014630970324
5463,D,19,65.21311390170194
5464,F,20,64.22230690003215
5465,B,19,54.94346683052646
5466,D,19,88.14953552072564
5467,F,19,63.21657636586473
5468,A,15,57.81158516850118
5469,D,19,66.31403202568413
5470,D,17,68.4218465431226
5471,B,18,69.01470966958888
5472,D,18,67.60944465006743
5473,B,16,75.06624870644286
5474,F,17,71.66541959319149
5475,A,17,67.92276785996529
5476,D,16,63.95691977292136
5477,D,16,65.84622553338285
5478,B,18,76.71920588907412
5479,D,16,60.526032003460664
5480,F,17,65.97946392284331
5481,C,16,68.25440891155182
5482,F,18,80.54306438852095
5483,A,18,70.19030718738603
5484,A,16,71.4234394344493
5485,C,19,73.74809385304398
5486,F,20,60.3924180753982
5487,F,14,68.1331825376735
5488,D,16,76.22611343065722
5489,D,17,75.09569565213752
5490,A,17,73.43462844279743
5491,A,15,65.73087967335361
5492,C,17,62.61744039950087
5493,B,20,69.86894654887574
5494,A,16,56.92927028503609
5495,F,16,67.99789643552137
5496,B,17,64.25817599660239
5497,A,16,62.239881734567284
5498,D,17,69.51747027532366
5499,B,18,76.30523764212258
5500,A,16,75.8319334847307
5501,C,19,68.32724796887486
5502,B,18,78.87352037133293
5503,C,17,63.214051980064426
5504,F,17,75.40467454683511
5505,C,17,48.178063256884144
5506,D,19,68.24595426998079
5507,D,16,77.36306351887332
5508,D,16,65.56326132756638
5509,A,16,56.23691385508633
5510,D,17,65.70609632094227
5511,A,17,62.11186116664663
5512,D,16,66.13942845723967
5513,A,21,75.68788759517581
5514,A,17,66.65010939936892
5515,D,20,69.04663718547643
5516,C,17,76.70268130739238
5517,A,16,68.82522781531591
5518,A,19,79.65719594953049
5519,B,16,62.325798598961335
5520,A,14,54.81256105988334
5521,C,18,82.04048870243305
5522,B,19,65.5225653510998
5523,D,17,69.82739362716994
5524,B,14,76.52067479630146
5525,D,16,67.69493666314688
5526,B,17,67.90518523147828
5527,B,18,82.22174747353861
5528,B,17,85.20588651232929
5529,B,19,70.83007851376999
5530,B,18,85.79118008967147
5531,F,16,63.831222960238826
5532,B,15,72.66925200941196
5533,A,20,73.02983888495488
5534,F,17,73.62961665075466
5535,B,18,68.58393880351763
5536,D,19,68.8728668377863
5537,C,16,68.82978795807215
5538,F,19,62.581403940599756
5539,F,18,80.47562230117816
5540,D,15,74.63091534469102
5541,D,18,70.50854650659342
5542,A,20,69.76451451739041
5543,B,17,52.93961650957701
5544,B,20,58.47848942729225
5545,B,17,66.40098343186402
5546,D,17,72.35195958384314
5547,D,17,58.24297025996063
5548,C,15,76.88135516337171
5549,C,16,59.515648804583826
5550,A,17,80.95833949609396
5551,B,18,57.56970825489587
5552,D,19,59.81835535939569
5553,B,16,53.88525263026386
5554,F,16,58.520158083860224
5555,D,16,53.8278092546693
5556,C,16,76.88124196097263
5557,C,16,64.48868293467503
5558,D,16,82.8851123363446
5559,A,19,85.2956924012172
5560,D,18,74.13677705171479
5561,F,18,66.91416310881574
5562,A,18,61.7942252363959
5563,D,19,65.90789231760155
5564,C,16,63.92690376636036
5565,F,17,68.46309439732896
5566,B,15,67.69696371804511
5567,C,18,67.56020159531847
5568,F,20,81.70456397385391
5569,D,18,69.27143189233837
5570,A,15,57.78510726397178
5571,F,19,66.80892457460156
5572,D,17,61.88047889262559
5573,A,18,64.95688333114454
5574,F,18,69.36266695189114
5575,A,16,67.94737577744758
5576,A,16,61.388609044395224
5577,D,20,70.89784957669238
5578,F,16,72.05396345914278
5579,C,19,65.55443854090184
5580,D,18,77.01959405843854
5581,B,17,52.61420928409821
5582,D,17,69.24033537121791
5583,D,18,62.863813528523536
5584,C,20,76.64280646368506
5585,D,15,68.70375996101134
5586,C,16,58.85144587299695
5587,D,17,69.8242016257761
5588,B,17,84.67910306938256
5589,F,15,71.03767142007736
5590,B,18,72.25497829829561
5591,A,17,60.357385628024545
5592,A,18,75.2840505215596
5593,A,18,60.76304837739485
5594,C,18,69.80758331816715
5595,B,20,64.5046035582571
5596,D,16,67.95028374023204
5597,F,17,74.06717083034067
5598,D,15,54.851541940161475
5599,B,17,65.87751396397435
5600,D,17,68.64567744907458
5601,D,18,51.76078766730874
5602,B,17,78.52778443568829
5603,C,17,73.72518956953357
5604,F,19,68.75641921632545
5605,A,18,68.99095815526991
5606,A,17,62.496219937788496
5607,D,18,68.03195146410663
5608,B,16,73.99796676727613
5609,F,18,78.01214182577164
5610,D,15,61.68087663209344
5611,A,16,72.93860140841062
5612,D,18,65.50252590495109
5613,A,20,65.04910773259648
5614,F,21,70.75149621371466
5615,D,16,61.341665341465315
5616,A,16,70.18951260949753
5617,A,16,79.90238037930062
5618,B,17,79.3211827035195
5619,F,17,66.60377322992962
5620,B,19,58.16431593554476
5621,D,17,52.54950790581545
5622,A,17,56.76221614148412
5623,C,17,81.9328049608925
5624,C,17,77.06782506268937
5625,F,18,71.22602970801852
5626,A,16,69.25271620500457
5627,A,15,57.80816512267437
5628,F,16,67.9084661877768
5629,D,19,65.13874575078496
5630,D,17,82.1387064672968
5631,D,17,73.71804095765249
5632,D,18,73.11961802620493
5633,A,16,69.73800925165857
5634,C,18,81.16919395581363
5635,B,15,79.58854849076026
5636,C,18,71.97093630915377
5637,D,18,74.01058673924992
5638,D,19,80.05009365058521
5639,D,17,58.95745748638881
5640,D,16,73.70041749889448
5641,A,17,55.78882343899922
5642,F,17,89.87820272963181
5643,F,17,72.89806021547774
5644,B,16,59.5538351191919
5645,C,16,67.87091798659615
5646,A,19,64.90596654081712
5647,C,16,69.89363147715316
5648,C,19,51.68700882696878
5649,B,16,63.84163082080047
5650,F,16,59.27550323414313
5651,A,16,73.00226957578086
5652,D,18,77.93859502718837
5653,B,20,72.96677956727986
5654,D,15,52.30044594285515
5655,A,15,76.3477628398329
5656,B,16,67.89490390502172
5657,F,19,59.484777783340824
5658,B,16,73.60240998335638
5659,D,18,67.26814830282167
5660,C,15,59.68369462380826
5661,A,16,59.925362370152456
5662,F,17,48.4444181311813
5663,D,19,75.42951482771744
5664,A,15,69.47414555318505
5665,D,19,56.43277984920862
5666,C,21,66.34158692302807
5667,D,17,76.01322669355929
5668,C,17,73.02148699647603
5669,F,17,90.35977996595493
5670,B,18,70.07270284779298
5671,F,16,64.44604512643811
5672,B,18,76.58563759908773
5673,B,18,75.307027472982
5674,F,16,59.57185443140876
5675,D,16,71.76621278836365
5676,B,18,60.67758986895328
5677,D,17,74.75623696040789
5678,F,19,75.93921903076917
5679,C,16,68.9879800612667
5680,F,16,61.109789593396755
5681,D,17,79.35962191291917
5682,C,18,62.478778546324556
5683,F,16,68.63777802961305
5684,F,18,69.7117944292169
5685,F,17,68.18761835836999
5686,A,18,68.5171869405718
5687,B,20,58.716978298206925
5688,B,17,79.35005967071505
5689,F,18,69.56392713597171
5690,B,19,57.79872785424862
5691,C,21,67.19841699730574
5692,A,19,82.51265967074231
5693,C,17,73.40857072777945
5694,D,18,69.87904068335139
5695,D,17,69.63188959874779
5696,F,22,74.33480693615505
5697,D,15,75.16484307443415
5698,F,17,50.44165901170578
5699,D,19,65.71259567370899
5700,A,17,65.34010267794199
5701,F,14,50.957362964070214
5702,C,17,67.23067043955814
5703,B,21,74.42634266113595
5704,D,17,66.67519010675666
5705,F,17,60.03421096546605
5706,B,17,72.46098378731615
5707,D,19,73.6191913551506
5708,D,16,71.7777484013893
5709,B,16,70.31314850128108
5710,D,17,67.54382188869766
5711,C,18,76.10637923171707
5712,B,18,60.37229646532362
5713,C,17,68.40314704067289
5714,C,15,68.06090386269759
5715,D,16,67.02196352181659
5716,D,21,67.83483069350596
5717,F,15,73.61134204473908
5718,C,17,62.28281290791494
5719,B,19,58.13790986531137
5720,C,20,59.222129084168074
5721,B,18,66.89107881299736
5722,C,18,68.99830612455078
5723,A,20,66.98162800200943
5724,F,16,64.09734061496523
5725,C,17,83.01735321681404
5726,C,17,63.3268142862745
5727,D,18,72.12875048378365
5728,B,21,66.58418607345416
5729,B,16,70.30375993476521
5730,B,16,73.37804679134612
5731,B,16,53.92360657975847
5732,F,19,67.14291987833738
5733,A,18,64.67066749411276
5734,C,15,63.81102493145651
5735,F,17,73.68964874235672
5736,A,16,54.24328588770232
5737,B,17,63.58250186724849
5738,A,17,71.96025805995288
5739,C,19,60.931672204997945
5740,B,19,73.82177015994554
5741,C,16,73.25799676105035
5742,D,18,67.26996680311943
5743,A,18,66.10178730244168
5744,D,15,81.61307007213472
5745,B,19,66.98223528083636
5746,D,17,77.00633430745576
5747,A,17,51.90558266830327
5748,F,21,74.37233387115702
5749,D,17,60.731731089161556
5750,F,15,71.08057318414605
5751,D,18,78.84340179018265
5752,C,17,80.43775570744364
5753,F,21,59.45440918298189
5754,B,15,64.70324817220003
5755,B,20,59.499964159343754
5756,C,16,69.14670163839419
5757,C,17,65.43710259894102
5758,A,19,60.045536309590084
5759,C,18,59.466925465405666
5760,C,18,49.15061483464061
5761,C,19,70.6523060285931
5762,F,19,72.7664846463808
5763,F,21,71.8712578986712
5764,C,17,65.21208544855875
5765,C,21,70.03182801452094
5766,A,18,76.1591286808071
5767,A,18,75.32332656672399
5768,A,17,67.57915411434008
5769,A,19,82.03800550615712
5770,C,18,76.43775210486011
5771,C,20,69.5029856547005
5772,A,18,66.9644099167293
5773,C,17,72.55795606433537
5774,B,20,77.6679499415827
5775,A,16,64.90340391361244
5776,B,19,74.44670197892691
5777,D,20,68.27081229973864
5778,F,17,68.22231679002245
5779,C,20,65.0615833279124
5780,C,18,66.82399647967684
5781,D,18,73.90853140859831
5782,F,18,63.6628764339966
5783,C,18,67.83923948646856
5784,D,16,71.97350562104057
5785,F,19,75.50848918283496
5786,C,19,66.36810653788987
5787,D,19,70.20586214027207
5788,F,16,78.66180518083638
5789,B,18,84.9675162615335
5790,A,17,69.7553316203595
5791,A,20,68.27606229563693
5792,D,18,73.0176590991471
5793,C,16,51.09893476902214
5794,F,19,78.27400511568094
5795,A,15,56.92825140826534
5796,C,18,66.20579481561361
5797,C,18,76.49375819327412
5798,B,20,55.31143993334149
5799,A,18,72.56847130414309
5800,B,21,85.40840384076252
5801,D,17,67.38948914249924
5802,A,16,75.1020422294067
5803,D,17,67.09733387089955
5804,C,18,72.41506082504684
5805,C,18,59.30522536098215
5806,C,14,74.21467948720252
5807,D,16,56.577308472185784
5808,A,19,63.691777155687824
5809,A,15,54.56628595078498
5810,B,19,63.10188022750382
5811,F,16,66.73407450059666
5812,A,16,68.49059237269736
5813,B,18,56.1161722308843
5814,C,17,83.9430057855699
5815,B,15,68.63287169638029
5816,C,18,68.41953064067097
5817,F,16,60.89346652455467
5818,D,21,65.89265232085401
5819,F,15,75.07535833759174
5820,C,15,73.57907541481636
5821,A,17,77.83390716314375
5822,D,17,70.41120065031457
5823,B,19,75.13071298312283
5824,F,18,67.83982830977953
5825,C,18,74.98909204129204
5826,C,17,78.50420308084345
5827,F,18,67.43888632333142
5828,F,20,65.86050131168157
5829,B,16,60.117752278363206
5830,C,20,76.25341471698957
5831,D,16,72.82529911716719
5832,C,18,73.186491146259
5833,C,17,75.07696223177454
5834,F,20,54.92583445730029
5835,A,19,61.48626816707932
5836,D,19,60.40220857789026
5837,A,20,68.82310606164953
5838,B,18,63.576855530890846
5839,A,16,68.96318650144049
5840,B,14,55.798939430384905
5841,B,19,72.05381894651939
5842,D,15,70.94530496181379
5843,C,15,71.55746725034723
5844,A,16,67.94158679115846
5845,C,18,78.36558691987966
5846,A,18,69.0262794514465
5847,C,18,70.02455376918304
5848,D,20,60.388349164451874
5849,D,16,68.17254521531198
5850,F,19,65.91283561229304
5851,B,21,86.49317404945418
5852,F,17,75.14649265243563
5853,D,16,79.18413506759694
5854,C,18,81.53711828994176
5855,B,16,62.39933942369182
5856,C,16,72.52599671948545
5857,D,17,66.31541566087138
5858,B,18,70.51050697851736
5859,B,18,63.06344811510753
5860,C,20,64.44529916948261
5861,C,15,59.86119121962841
5862,A,17,67.08114719216493
5863,B,16,69.59444284763576
5864,F,17,72.00372621055683
5865,C,16,85.57805705901171
5866,C,18,78.95324227518935
5867,C,19,77.66990594870147
5868,C,18,69.39621100909545
5869,A,18,65.20397235314705
5870,C,19,62.744872306309915
5871,C,17,73.91241405585879
5872,A,17,66.74555759517422
5873,B,19,58.93319213580892
5874,D,19,68.34227880316533
5875,A,16,58.064029623071974
5876,B,17,71.71388404908672
5877,A,19,76.47788231079085
5878,A,19,68.087543292612
5879,F,17,66.67190685955248
5880,D,19,77.74226972392731
5881,A,17,67.93717649415305
5882,F,19,59.17647266918484
5883,D,17,52.00117503046266
5884,A,18,72.86283984592761
5885,C,17,58.78936123059589
5886,A,18,61.833139887682265
5887,A,15,52.691633046775564
5888,F,15,68.52419200430073
5889,D,17,55.82000464546862
5890,D,19,62.8859567658251
5891,A,16,67.64028749875393
